2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;Проблема входа в Myspace
2;Создайте учетную запись для нового сотрудника и пришлите мне
2;Учетные данные для входа не работают.
2;Для нового участника требуется новая учетная запись.
2;Требуется разрешение доступа Wi-Fi к ноутбуку:
2;Необходим доступ к Wi-Fi.
2;Установите базу данных postgres на мою машину
2;Система показывает синий экран при запуске
2;Рабочий стол не работает
2;Мой интернет не работает
2;Интернет не работает
3;Клавиатура не работает
3;Сломалась клавиатура
3; Не работает мышка
3;Села батарейка на мышке
2;Система зависает с синим экраном при запуске
2;Не удается подключиться к Интернету
2;Проблема с сетью/Интернетом с Wi-Fi
2;Истечение срока действия пароля MySpace
2;Срок действия пароля истек.
2;Компьтер медленно запускается
2;Компьтер стал работать очень медленно
2;Не могу восстановить пароль
2;Требуется восстановить пароль доступа
2;Допускаются ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Как я могу очистить клавиатуру?
2;Требуется восстановить пароль
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с Microsoft Windows?
2;Как удалить файлы cookie Интернета?
2;Как я могу определить имя своего компьютера?
2;Как перейти в безопасный режим?
2;Как сопоставить сетевой диск?
2;Отсутствует сетевое подключение
2;Я не могу отправлять или получать электронную почту?
2;Я больше не могу подключиться к своему сетевому диску?
2;Я не могу удалить файл
2;Я не могу получать вложения электронной почты?
2;Если я отформатирую или сотру свой жесткий диск
2;Мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно?
3;Мой принтер печатает смазанные/искаженные страницы?
2;На мониторе ничего не отображается?
2;Что такое компьютерный вирус?
2;Для нового клиента требуется новая учетная запись.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Не удается подключиться к Интернету
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;Проблема с подключением Myspace
2;Столкнувшись с проблемой сети / интернета с Wi-Fi xwq090
3;Как я могу почистить клавиатуру?
2;Как я могу определить имя своего компьютера?
2;Как я могу войти в безопасный режим?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с Microsoft Windows?
2;Как удалить файлы cookie в Интернете?
2;Как сопоставить сетевой диск?
2;Я больше не могу подключиться к сетевому диску?
2;Я не могу удалить файл
2;Я не могу получать вложения?
2;Я не могу отправлять или получать электронную почту?
2;Установите базу данных postgres на моем компьютере
2;Учетные данные для входа не работают.
2;Мой интернет не работает
3;мой компьютер не включается?
3;Мой компьютер зависает или ведет себя странно?
3;Мой принтер печатает испачканные / искаженные страницы?
2;Срок действия пароля почты истукает завтра
2;Требуется авторизация доступа Wi-Fi к ноутбуку
2;на мониторе ничего не отображается?
2;Срок действия пароля истек.
2;Система показывает синий экран при запуске
2;Офис не работает:
2;Система зависает с синим экраном при запуске
2;Что такое компьютерный вирус?
2;Требуется доступ к Wi-Fi.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Не удается подключиться к Интернету
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;FW: Проблема с входом в Myspace - Аня
2;Столкнувшись с проблемой сети / интернета с Wi-Fi xwq090
2;Как я могу почистить клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с помощью Microsoft Windows?
2;Как мне удалить файлы cookie Интернета?
2;Как мне определить имя моего компьютера?
2;Как мне войти в безопасный режим?
2;Как мне сопоставить сетевой диск?
2;Я больше не могу подключиться к сетевому диску?
2;Я не могу удалить файл
2;Я не могу получить вложения электронной почты?
2;Я не могу отправлять или получать электронные письма?
2;Установите базу данных postgres на моей машине
2;Учетные данные для входа не работают.
2;Мой интернет не работает
2;Мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно:
2;Мой принтер печатает испачканные / искаженные страницы?
2;Срок действия пароля MySpace истек
2;Для нового участника необходима новая учетная запись.
2;На мониторе ничего не отображается?
2;Система зависает
2;Рабочий стол не работает
2;Срок действия пароля истек.
2;Система зависает с синим экраном при запуске
2;Что мне делать система виснет
3;Что мне делать не работает принтер
2;Что мне делать мышь виснет 
2;Что такое пишет заражен вирусом?
2;требуется доступ к Wi-Fi.
2;Вам нужно разрешение на доступ к ноутбуку через Wi-Fi
2;для нового участника требуется новая учетная запись.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;не могу авторизоваться Проблема входа в почту
2;Учитывая проблему с сетью / Интернетом с Wi-Fi
3;Как я могу поменять клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с Microsoft Windows?
2;Как удалить интернет-файлы cookie?
2;Как мне найти имя моего компьютера?
2;Как мне найти IP моего компьютера?
2;Как мне найти mac имя моего компьютера?
2;Как мне войти в безопасный режим?
2;Как подключить сетевой диск?
2;Я больше не могу подключиться к своему сетевому диску.
2;Я не могу удалить файл
2;Я не могу получать вложения электронной почты.
2;Я не могу отправлять или получать электронные письма.
2;Установите базу данных Postgres на моем компьютере
2;Учетные данные для входа не работают.
3;Мой компьютер не включается?
3;Мой компьютер зависает или ведет себя странно?
3;компьютер не включается. Что мне теперь делать?
3;интернет не работает
3;Мой принтер печатает размазанные / искаженные страницы?
2;Истечение срока действия пароля MySpace
2;Подключение к Интернету невозможно
2;На мониторе ничего не отображается?
2;Срок действия пароля истек.
2;Требуется разрешение доступа Wi-Fi к ноутбуку:
2;Система показывает синий экран при запуске
2;Рабочий стол не работает
2;Система зависает при запуске с синим экраном
2;Что мне делать, забыл пароль
2;Что мне делать, не вспомню пароль
2;Что мне делать, если удалил нужный файл
2;Что такое требуется доступ к папке?
2;Требуется доступ к Wi-Fi.
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;Проблема входа в корпоративную почту
2;Учетные данные для входа не работают.
2;Для нового участника требуется новая учетная запись.
2;Требуется разрешение доступа Wi-Fi к ноутбуку:
2;Необходим доступ к Wi-Fi.
2;Установите базу данных postgres на мой компьютер
2;Система показывает синий экран при запуске
2;Рабочий стол не работает
2;Мой интернет не работает
2;Система зависает с синим экраном при запуске
2;Не удается подключиться к Интернету
2;Проблема с сетью/Интернетом с Wi-Fi
2;Истечение срока действия пароля MySpace
2;Срок действия пароля истек, как поступить.
2;Допускаются ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Как я могу очистить клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с Microsoft Windows?
2;Как удалить файлы cookie Интернета?
2;Как я могу определить имя своего компьютера?
2;Как перейти в безопасный режим?
2;Как отключить сетевой диск?
2;Я не могу отправлять или получать электронную почту?
2;Я больше не могу подключиться к своему сетевому диску?
2;Я не могу удалить файл
2;Я не могу получать вложения электронной почты?
2;Если я отформатирую или сотру свой жесткий диск, как мне восстановить данные?
3;Мой компьютер не включается?
3;Мой компьютер зависает или ведет себя странно?
3;Мой принтер печатает смазанные/искаженные страницы?
2;На мониторе ничего не отображается?
2;Что мне делать, я потерял пароль
2;Что мне делать, не могу вспомнить пароль от зума
2;Что мне делать, если выбрасывает с конференции 
2;как подключиться к конференции, пишет недоступно?
2;Для нового клиента требуется новая учетная запись.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Не удается подключиться к Интернету
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;Проблема с подключением принтера
2;У меня проблема с сетью, нет интернета с Wi-Fi точки
2;Как я могу почистить сетевой диск?
2;Как я могу определить имя моей сетевой папки?
2;Как я могу войти в безопасный режим?
2;Как я могу восстановить файл ,если я его вчера удалил?
2;Как я могу обновить свой компьютер с Microsoft Windows на 11 версию?
2;Как удалить файлы cookie в Интернете?
2;Как открыть сетевой диск?
2;Я больше не могу подключиться к сетевому диску?
2;Я не могу удалить файл
2;Я не могу получать вложения?
2;Я не могу отправлять или получать электронную почту?
2;Установите базу данных postgres на моем компьютере
2;Учетные данные для входа не работают.
2;Мой интернет не работает
3;мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно?
3;Мой принтер печатает страницы в неправильной кодировке?
2;Срок действия пароля корпоративной почты
2;Требуется авторизация доступа Wi-Fi к ноутбуку
3;на мониторе ничего не отображается?
2;Срок действия пароля истек.
2;Система показывает синий экран при запуске
2;Офис не работает, не открывает вордовский файл
3;Система зависает с синим экраном при запуске
2;Что делать, если забыл ссылку на общий диск
2;Требуется доступ к Wi-Fi.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Не удается подключиться к Интернету
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;FW: Проблема с входом в mail
2;Столкнувшись с проблемой сети / интернета с Wi-Fi
2;Как я могу почистить клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с помощью Microsoft Windows?
2;Как мне удалить файлы cookie Интернета?
2;Как мне определить имя моего компьютера?
2;Как мне войти в безопасный режим?
2;Как мне сопоставить сетевой диск?
2;Я больше не могу подключиться к сетевому диску?
2;Я не могу удалить файл
2;Я не могу получить вложения электронной почты?
2;Я не могу отправлять или получать электронные письма?
2;Установите базу данных postgres на моей машине
2;Учетные данные для входа не работают.
2;Мой интернет не работает
2;Мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно:
2;Мой принтер печатает испачканные / искаженные страницы?
2;Срок действия пароля почты истек
2;Для нового участника необходима новая учетная запись.
2;На мониторе ничего не отображается?
2;Система
2;Рабочий стол не работает
2;Срок действия пароля истек.
2;Система зависает с синим экраном при запуске
2;Что мне делать, потерял пароль от блак борда
2;Что мне делать, не могу вспомнить пароль
2;Что мне делать если не включается сеть
2;требуется доступ к Wi-Fi.
2;Вам нужно разрешение на доступ к ноутбуку через Wi-Fi
2;для нового участника требуется новая учетная запись.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;FW: Проблема входа в Myspace - Ania
2;Учитывая проблему с сетью / Интернетом с Wi-Fi
2;Как я могу почистить клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как удалить интернет-файлы cookie?
2;Как мне найти имя моего компьютера?
2;Как мне войти в безопасный режим?
2;Как сопоставить сетевой диск?
2;Я больше не могу подключиться к своему сетевому диску.
2;Я не могу удалить файл
2;Я не могу получать вложения электронной почты.
2;Я не могу отправлять или получать электронные письма.
2;Установите базу данных Postgres на моем компьютере
2;Учетные данные для входа не работают.
2;Мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно?
2;Мой компьютер не включается. Что мне теперь делать?
2;Мой интернет не работает
2;Мой принтер печатает размазанные / искаженные страницы?
2;Истечение срока действия пароля MySpace
2;Подключение к Интернету невозможно
2;На мониторе ничего не отображается?
2;Срок действия пароля истек.
2;Требуется разрешение доступа Wi-Fi к ноутбуку:
2;Система показывает синий экран при запуске
2;Рабочий стол не работает
2;Система зависает при запуске с синим экраном
2;Требуется доступ к Wi-Fi.
1;в вашей программе не хватает красной кнопки, я был бы рад если бы вы добавили её в новом обновлении.
1;Добавить кнопку библиотеки, чтобы в ней указывались ссылки на используемые в институте ЭБС.
1;Добавить функцию с обучающими инструкциями по использованию BlackBoard
1;прошу добавить функцию привязки программы к сторонним аккаунтам, для удобного входа, например через ВК, Инстаграм и т.д
1;Измените дизайн и компоновку элементов на страницах.
1;Добавьте кнопку на вывод всей информации из бд
1;Добавьте кнопку "Присутствие на занятии"
1;Добавьте кнопку "Отзывы" чтобы было круто
1;Добавьте сохраните нескольких профилей
1;Добавить кнопку для перемещения информации
1;Не грузит сайт, когда заходит много народу
1;Если я пересылаю сообщение в дисциплине(допустим программирование)то оно дает возможность выбора в какую дисциплину мне переслать сообщения, но это очевидно что я хочу перестать сообщение в туже дисциплину. Почему нельзя автоматически пересылать сообщение в ту же дисциплину и при желании человека поменять его. 
1;Для быстрой связи с тех. поддержкой на главном экране госсуслуг
1;В программе Black Board не хватает аудио-видео связи
1;Добавьте меню «Долги»
1;Прибольшом количестве, сайт не грузит
1;Добавьте гипперссылки в текст
1;Крайне не доволен работоспособностью сайта. Прошу Вас добавить тех. поддержку для обращения.
1;Добавьте функцию удаления старых записей до определённой даты
1;Добавьте кнопку возврата домой
1;При вызове формы запроса пароля отсутствует кнопка 
1;Добавьте возможность выбора учетных записей при вводе пароля
1;Хочу удалять негативные отзывы, надо добавить ....ну пожалуйста
1;Добавьте пожалуйста функцию удаления текущего состояния задачи
1;Хотелось бы чтобы была добавлена кнопка быстрого сохранения проделанной работы
1;Добавьте кнопку сообщений на главном экране
1;Нужна кнопка вернутся обратно.
1;Кнопка отмены отправки сообщения 
1;очень давно пользуюсь вашем приложением для чтения новостей, при просмотре новостной ленты не хватает сортировки по времени, чтобы снова не попадать на старые статьи.
1;Пользуюсь вашей программой давно . Но в  основном для создания своих значков для видео на ютуб . Могу ли я попросить добавить возможность переключать интерфейс?
1;Мне не хватает кнопки быстрого перемещения по предметам
1; не хватает кнопки для перехода на главную страницу, постоянно приходиться кликать назад, могли бы вы реализовать данную функцию?
1;Было бы неплохо добавить кнопку настройки программы.
1;Хочу возможность открыть программу полноэкранно, нажав F11.
1;Хотелось бы изменить интерфейс, добавить корпоративные цвета, как то скучно, надеюсь что то изменится
1;Добавьте кнопку для просмотра расписания на этой недели.
1;Добавьте бесполезное разделение экрана.
1;добавьте отдельную вкладку под аудио-сообщение
1;добавьте иврит в список доступных языков
1;Хотелось бы добавить онлайн менеджера, чтобы не тратить время на получение ответа
1;Добавок кнопку отображения чата. 
1;Здраствуйте, добавьте пожалуйста возможность связаться с администрацией ПО
1;Не хватает кнопки сменить пользователя. 
1;Добавьте кнопку для отмены действия 
1;Прошу добавить постраничную навигацию, для того чтобы было более удобно работать с информацией. 
1;Добавьте кнопку получения доступа 
1;Добавьте возможность авторизации с мобильных устройств без перехода на мобильную версию
1;Прош удобавить график успеваемости для анализа данных
1;не видно ответов отдельных учеников, надо добавить возможность просмотра 
2;Нужен доступ к сети Ethernet
3;Нужен кабель локальной сети
3;Нужен конектор для ноутбука.
3;Нужна мышь
3;Требуется замена мыши.
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
3;Включение USB не работает
2;Запрос на создание учетных данных для входа Иванова И.
2;Запрос на создание учетных данных для входа в систему Петрова П
2;Проблема с входом в почту
2;Учетные данные для входа в систему не работают
2;Не в состоянии двигаться дальше в меню после входа в систему
2;Для нового участника требуется новая учетная запись
2;Не удается получить доступ к outlook и почте
2;Удаление пользователя и Добавление нового пользователя в проект ABC
2;Исправление имени в почтовом идентификаторе
2;Запрос на настройку системы для совместного использования ее пользователями
2;Не удается подключиться к Интернету с помощью сети Wi-Fi
2;Требуется разрешение Wi-Fi доступ к ноутбуку
2;Требуется Разрешение На Доступ к Wi-Fi
2;Нужны сведения о FTP-сервере abc
2;Локальная сеть не работает в виртуальной машине
2;Нужен Wave rock VPN
2;Создание проекта Jira и разрешение пользователя
2;Публичный IP-адрес для проекта кофейни
2;Необходим доступ к Wi-Fi
2;сервер № 11 завис и нуждется в перезагрузке
2;Виртуальная машина Linux для проекта
2;Учетные данные для входа не работают
2;Установите Microsoft outlook
2;Мое приложение для контроля качества пространства не работает
2;Настройте outlook в моей системе
2;Почтовый ящик переполнен
2;Страница входа в систему не отображается
2;Предоставьте мне права администратора для установки базы данных mysql
2;Предоставьте мне права администратора для установки базы данных mysql
2;Установите базу данных postgres на моей машине
3;Система показывает синий экран при запуске
2;Не удалось установить outlook
2;Рабочий стол не работает
2;Система ведет себя странно
3;Мой интернет не работает
2;Измените статус заявки на Статус Изменен
2;Учетная запись заблокирована из-за 3 неправильных попыток ввода пароля ОС. Не могли бы вы сбросить пароль
3;Система зависает с синим экраном при запуске
3;Не удается подключиться к Wi-Fi
3;Не удается подключиться к Интернету
3;Проблема с сетью/интернетом с Wi-Fi
3;Замените батарею для моего ноутбука Macbook
2;Ошибка Импорта файла
2;Ошибка Импорта файла
2;Ошибка Импорта файла в excel
2;Ошибка Импорта файла
3;Компьютер не включается
2;Создание почтового идентификатора для нового участника
2;Добавьте Нового Сотрудника
2;Забыл пароль
2;Срок действия пароля на почту Истек
2;Страница Входа в Систему не работает
2;установка MS office
2;Страница входа не открывается
2;Срок действия пароля истек
2;Учетная запись заблокирована. Не удалось войти в систему
1;в вашей программе не хватает красной кнопки, я был бы рад если бы вы добавили её в новом обновлении.
1;Добавить кнопку библиотеки, чтобы в ней указывались ссылки на используемые в институте ЭБС.Добавить функцию с обучающими инструкциями по использованию BlackBoard
1;прошу добавить функцию привязки программы к сторонним аккаунтам, для удобного входа, например через ВК, Инстаграм и т.д
1;Измените дизайн и компоновку элементов на страницах.
1;Добавьте кнопку на вывод всей информации из бд
1;Присутствие на занятии
1;Добавьте кнопку чтобы было круто
1;Добавьте сохраните нескольких профилей
1;Добавить кнопку для перемещения информации
1;Не грузит сайт, когда заходит много народу
1;Если я пересылаю сообщение в дисциплине(допустим программирование)то оно дает возможность выбора в какую дисциплину мне переслать сообщения, но это очевидно что я хочу перестать сообщение в туже дисциплину. Почему нельзя автоматически пересылать сообщение в ту же дисциплину и при желании человека поменять его. 
1;Для быстрой связи с тех. поддержкой на главном экране госсуслуг
1;В программе Black Board не хватает аудио-видео связи
1;Добавьте меню «Долги»
1;Прибольшом количестве, сайт не грузит
1;Гипперссылки на основные функции добавьте
1;Крайне не доволен работоспособностью сайта. Прошу Вас добавить тех. поддержку для обращения.
1;Добавьте функцию удаления старых записей до определённой даты
1;Добавьте кнопку возврата домой
1;При вызове формы запроса пароля отсутствует кнопка 
1;Добавьте возможность выбора учетных записей при вводе пароля
1;Хочу удалять негативные отзывы, надо добавить ....ну пожалуйста
1;Добавьте пожалуйста функцию удаления текущего состояния задачи
1;Хотелось бы чтобы была добавлена кнопка быстрого сохранения проделанной работы
1;Добавьте кнопку сообщений на главном экране
1;Нужна кнопка вернутся обратно.
1;Кнопка отмены отправки сообщения 
1;очень давно пользуюсь вашем приложением для чтения новостей, при просмотре новостной ленты не хватает сортировки по времени, чтобы снова не попадать на старые статьи.
1;Пользуюсь вашей программой давно . Но в  основном для создания своих значков для видео на ютуб . Могу ли я попросить добавить возможность переключать интерфейс?
1;Мне не хватает кнопки быстрого перемещения по предметам
1;не хватает кнопки для перехода на главную страницу, постоянно приходиться кликать назад, могли бы вы реализовать данную функцию?
1;Было бы неплохо добавить кнопку настройки программы.
1;Хочу возможность открыть программу полноэкранно, нажав F11.
1;Хотелось бы изменить интерфейс, добавить тона, как то скучно, надеюсь что то изменится
1;Добавьте кнопку для просмотра расписания на этой недели.
1;Добавьте бесполезное разделение экрана.
1;добавьте отдельную вкладку под аудио-сообщение
1;добавьте иврит в список доступных языков
1;Хотелось бы добавить онлайн менеджера, чтобы не тратить время на получение ответа
1;Добавок кнопку отображения чата. 
1;добавьте пожалуйста возможность связаться с администрацией ПО
1;Не хватает кнопки сменить пользователя. 
1;Добавьте кнопку для отмены действия 
1;Прошу добавить постраничную навигацию, для того чтобы было более удобно работать с информацией. 
1;Добавьте кнопку получения доступа 
1;Добавьте возможность авторизации с мобильных устройств без перехода на мобильную версию
1;Прош удобавить график успеваемости для анализа данных
1;не видно ответов отдельных учеников, надо добавить возможность просмотра 
1;Добавьте горячую клавишу для открытия 2-го пространства  
1;Добавьте автоматизацию работы 
1;прошу вас добавить кнопку для быстрого выхода в главное меню.
1;я бы хотел что бы добавили дополнительные вкладку с личным кабинетом
1;прошу добавить функцию изменения формата файла в самой программе.
1;Кнопку тегов
1;Поиск по сайту нужен
1;Поиск по сайту включите
1;Добавьте функцию уведомления о новых сообщениях
1;Редактирование сообщение 
1;Можно удалить из приложение рекламу, мешает при работе 
1;Не хватает кнопки в сообщения, чтобы написать письмо преподавателю, без поиска его в списке 
1;Добавьте, пожалуйста, кнопку на удаление сообщений из спама
1;Добавьте пожалуйста функцию faceid
1;Добавьте функционал для хранения лабораторных работ и презентаций
1;При загрузке сайта, выходит ошибка 500, можно решить эту проблему в ближайшее время 
1;Автосохранение сообщений 
1;Хотел бы увидеть возможность фильтрации всех входящих сообщений
1;Расширенные возможности меню 
1;Добавьте возможность отображения уведомлений на главной странице
1;Автосохранение фотографий/видео и текста под фотографией/видео. Автосохранение ежесуточное с возможностью получения rar архива. К примеру делаешь запрос,  и на почту приходит ссылка с возможностью скачать содержимое. 
1;Добавьте, пожалуйста, чтобы после прохождения теста, можно было видеть правильный ответ
1;Добавьте, пожалуйста, электронное расписание
1;добавьте, пожалуйста, функцию быстрого поиска по сообщениям
1;не могли бы вы со следующего обновления добавить в ленту новостей сортировку по популярности.
1;Добавьте уже кнопку для блокировки людей, которые спамят 
1;можно ли добавить функцию скорости для голосовых сообщений
1;Можно ли сделать, чтобы при добавлении истории в инстаграмм была возможность поверх истории добавить видео
1;Добавьте возможность отказываться от обновления, меня все устраивает в старой версии приложения, после обновления все крашится
1;Хочу чтобы в приложении было резервное копирование сообщений, фото, и видео, которое сохраняется в за конкретным аккаунтом
1;Можете пожалуйста добавить функцию что когда тебя блокирует человек приходит сообщение например 
1;Добавьте функцию отключения звука уведомлений
1;Здрасте, а добавьте функцию, которая дает возможность делится сообщением с людьми не только которые находятся в группе друзья
1;Дорогие разработчики приложения. Не пора ли внести в него что то новое и полезное. К примеру исправление ошибок в сообщении. Ведь бывает,что сообщение отправил,а только потом ошибку в слове обнаружил. А исправить её нет возможности.
1;добавьте пожалуйста возможность сохранения фото на компьютер, чтобы не приходилось делать скриншот, и не терять в качестве картинки
1;я бы хотел иметь возможность быстрого создания бэкапа моих данных
1;можете сделать кнопку, которая очищала весь спам, который есть в моих сообщениях
1;хотелось бы увидеть в приложении кнопку 
1;добавьте опцию на полное удаление сообщений из 
1;добавьте график посещаемости сайта
1;добавьте тёмную тему для всего сайта, это было бы удобно и красиво
1;Измените дизайн сайта, очень некрасиво подобраны цвета
1;Добавьте кнопку, которая бы открывала переписку в отдельном окне
1;добавьте функцию скачивания данных в виде документов формата .docx .pdf  и пр.
1;Добавьте функцию самостоятельного выбора способов авторизации
1;Добавьте возможность самостоятельного перемещения элементов на сайте, чтобы можно было настроить его под себя
1;Добавьте кнопку приобретения вип аккаунта на определённый срок
1;добавьте функцию автоматического изменения пароля каждые пол месяца, и чтобы новый пароль приходил на мою почту
1;добавьте возможность редактирования имени другого пользователя, чтобы я сам его назвал и сразу понимал, с кем я обзаюсь
1;Не хватает функции воспроизведения аудиосообщения, можно добавить ?
1;Добавьте функцию голосового поиска по записям 
1;удалите все дублирующиеся карточки справочников
1;Что натворили с почтой? Зачем мне все эти настройки? Верните кнопку-удалить отмеченные
1; добавьте топ работников, для более наглядной эффективности работы сотрудников
1;добавьте функцию расчета кредита прямо на главной странице банка.
1;не хватает хеллоуинского оформления сайта, было бы здорово
1;не хватает рождественского оформления сайта, было бы здорово
1;не хватает кнопки вернуться на «Главную» было бы очень удобно для всех
1;Добавьте колонку с новостями справа от главных постов, как-то скучненько
1;Уберите всплывающую рекламу на своем сайте, очень раздражает!
1;Было бы гораздо лучше, если бы был анимированный фон на сайте, сделайте пж
1;добавьте функцию автоматического создания бэкапа и отправку его на другой компьютер каждый понедельник
1;включите возможность восстановления автоматически удалённых сообщений
1;хотелось бы иметь возможность группирования каналов, которые я просматриваю
1;хочу видеть в самом низу страницы ссылку на лицензию на вашу продукцию
1;добавьте возможность самостоятельного распределения приходящих сообщений по папкам
1;Добавьте возможность управления жестами
1;добавьте отображения страницы только в виде HTML кода, для ускорения загрузки если слабый интернет
1;Добавьте кнопку проверки имеющихся обновлений
1;добавьте функцию смены языка интерфейса
1;добавьте функцию переадресации сообщений на другие почту
1;добавьте функцию сохранения данных для авторизации, чтобы я сразу заходил на свой профиль с этого компьютера
1;добавьте функцию проверки правописания
1;добавьте функцию автоматической смены раскладки клавиатуры при наборе текста
1;добавьте опцию отключения рекламы за деньги
1;Прошу вас добавить кнопку, уведомляющкю, сколько новых заданий пришло
1;Прошу добавить кнопку для предоставления всего материала по данному семестру
1;Добавьте кнопку для вычисления среднего значения зарплат
1;Добавьте окно с промежуточным результатом вычислений
1;Добавьте возможность вносить правки в формулу
1;Добавьте кнопку для предварительного просмотра файла
1;Добавьте возможность изменять подпись автора
1;Добавьте кнопку что бы отменить последнее действие
1;Добавьте выпадающий список доступных принтеров
1;Добавьте выпадающий список всех принтеров
1;Добавьте кнопку что бы отменить отмену последнего действия
1;Добавьте кнопку быстрого сохранения
1;Добавьте вкладку для просмотра последних действий на сайте
1;Просьба добавить панель управления шрифтами
1;Просьба добавить справочную информацию в отдельную вкладку программы
1;Нужно переместить панель управления шрифтом в правую сторону
1; хотелось бы чтобы добавили кнопку главной страницы сайта , для быстрого перехода
1;Просьба добавить на панель быстрого доступа кнопку быстрого поиска
1;Добавьте вкладку для быстрого переключения между сценами проекта
1;Добавьте в программу возможность мониторинга температуры процессора
1;Добавьте всплывающее меню с настройками персонализации рабочего стола
1;Добавьте возможность открытия перечня программ из папки
1;Добавьте всплывающее меню с сохраненными изображениями
1;Добавьте журнал с баллами в бб, чтобы оценивать работу .
1;Добавьте функционал автосохранения сообщений.
1; Добавьте функционал в блкборд расписание занятий.
1;Добавьте кнопку удаления ненужных папок.
1;Мне не хватает  ПО кнопки автосинхронизации пароля.
1;Необходима кнопка быстрого ответа на сообщения
1;Добавление возможности быстрого сообщения с одногруппниками
1;Добавление кнопки по расширению и упрощению интерфейса
1;Добавить возможность делиться со всеми
1;Необходима кнопка изменения цвета интерфейса
1;Хочу чтобы добавили функцию быстрого поиска
1;Добавьте кнопку скачивание пдф файлов.
1;Добавьте кнопку поиска информации по сайту.
1;добавьте кнопку возврата домой
1;Добавьте дополнительный раздел для пользователя
1;Добавьте функцию электродного журнала с баллами.
1;добавьте возможность пересылки данных
1;Добавьте кнопку вверх
1;Добавьте функцию отправки сообщений любому пользователю сайта.
1;Добавьте кнопку быстрого открытия тестов по предметам.
1;Добавьте фильтры
1;Добавьте выбор иконок 
1;Возможность сохранять в избранные определенных пользователей.
1;Небходима кнопка для изменения фото профиля
1;Добавьте возможность вести конференции на сайте.
1;Кнопка для увеличения масштаба картинок или фото
1;Функция редактирования сообщений или отправленных файлов.
1;Кнопка для обучения в использовании программы
1;Возможность переслать сообщения неопределенному количеству пользователей
1;Добавьте основные теги
1;Добавление скролл бара
1;Добавление кнопки входа без аутентификации
1;Возможность привязать к приложению облако, для сохранения информации
1;Добавьте кнопку сортировки сообщений по времени
1;Добавьте кнопку отправки аудиосообщений
1;Добавьте функцию добавлять пользователей в черный список
1;добавьте возможность отмечать пользователей
1;добавить возможность устанавливать пользовательский фон
1;Добавьте возможность отключить рекламу
1;добавьте резервное копирование данных
1;Добавьте текст в изображении 
1;добавьте отображения времени проведенного на сайте
1;добавьте отображение онлайн пользователей
1;Добавьте контактные данные
1;добавьте возможность сбросить прогресс
1;добавьте возможность редактирования тегов
1;добавьте иконку статуса пользователя
